	LNR	Cluster_ID
113	21049	10.0
114	21359	6.0
115	21360	10.0
116	21364	10.0
117	21375	7.0
118	21064	10.0
119	21398	3.0
120	22029	10.0
121	22038	7.0
122	21731	10.0
123	21736	7.0
124	22040	10.0
125	61262	10.0
126	61574	0.0
127	61575	7.0
128	61904	5.0
129	61905	1.0
130	62217	1.0
131	62232	0.0
132	62537	0.0
133	62868	10.0
134	63185	10.0
135	63192	7.0
136	63507	10.0
137	63820	6.0
138	64776	9.0
139	65416	7.0
140	65747	8.0
141	61599	9.0
142	62252	3.0
143	62882	7.0
144	63205	10.0
145	63836	8.0
146	64167	10.0
147	64171	6.0
148	64482	7.0
149	64795	1.0
150	64796	7.0
151	65124	7.0
152	65437	7.0
153	75247	10.0
154	75569	10.0
155	75890	9.0
156	75892	10.0
157	71424	7.0
158	71754	7.0
159	72376	6.0
160	72382	8.0
161	72394	5.0
162	73021	0.0
163	73024	5.0
164	73989	10.0
165	74301	10.0
166	74633	8.0
167	75579	6.0
168	75916	7.0
169	71440	7.0
170	15460	5.0
171	15463	1.0
172	15464	7.0
173	15467	6.0
174	15471	2.0
175	15885	10.0
176	15892	10.0
177	15479	8.0
178	15792	5.0
179	15796	3.0
180	15802	1.0
181	15816	6.0
182	15528	1.0
183	24694	7.0
184	24404	0.0
185	24102	5.0
186	24104	6.0
187	24425	7.0
188	24430	1.0
189	24451	7.0
190	24151	7.0
191	24460	10.0
192	24463	7.0
193	24159	10.0
194	24171	8.0
195	24174	0.0
196	24189	10.0
197	24196	9.0
198	24497	6.0
199	24201	10.0
200	24526	6.0
201	24536	1.0
202	24864	1.0
203	24865	6.0
204	24866	8.0
205	25211	6.0
206	24902	1.0
207	24913	6.0
208	24921	1.0
209	25337	10.0
210	25350	1.0
211	24938	1.0
212	24939	6.0
213	24955	1.0
214	25257	9.0
215	25262	6.0
216	24969	10.0
217	25288	5.0
218	25305	10.0
219	25002	7.0
220	25015	1.0
221	25331	7.0
222	25332	6.0
223	25051	6.0
224	25065	9.0
225	24765	7.0
226	24793	6.0
227	25105	10.0
228	24799	1.0
229	25123	1.0
230	24831	7.0
231	82808	6.0
232	83122	1.0
233	83131	8.0
234	83777	7.0
235	84411	8.0
236	84420	6.0
237	84736	7.0
238	84739	1.0
239	85041	6.0
240	85371	6.0
241	85691	6.0
242	85695	6.0
243	81546	10.0
244	81557	10.0
245	82192	5.0
246	82513	7.0
247	83157	10.0
248	83461	6.0
249	1086	10.0
250	1095	7.0
251	798	5.0
252	1139	8.0
253	854	1.0
254	1165	1.0
255	1192	1.0
256	1195	7.0
257	1200	10.0
258	1211	1.0
259	1219	5.0
260	1220	6.0
261	908	8.0
262	1238	3.0
263	1554	6.0
264	1862	4.0
265	1875	7.0
266	1878	6.0
267	1574	2.0
268	1906	3.0
269	2023	1.0
270	2027	7.0
271	1639	10.0
272	1641	3.0
273	1973	10.0
274	1698	1.0
275	1989	6.0
276	1994	6.0
277	1703	6.0
278	2004	7.0
279	2009	8.0
280	2017	7.0
281	1428	8.0
282	41707	6.0
283	41713	6.0
284	42025	6.0
285	42031	10.0
286	42355	6.0
287	42669	3.0
288	43307	5.0
289	43321	9.0
290	43950	3.0
291	44266	8.0
292	45242	10.0
293	45252	10.0
294	45567	10.0
295	40750	10.0
296	40754	1.0
297	40759	6.0
298	40764	10.0
299	41408	6.0
300	41410	3.0
301	41737	7.0
302	42378	10.0
303	42685	7.0
304	51650	5.0
305	51656	7.0
306	52630	7.0
307	52633	8.0
308	53279	6.0
309	53281	7.0
310	53602	3.0
311	53914	10.0
312	53915	7.0
313	54233	6.0
314	54241	6.0
315	55193	6.0
316	55204	9.0
317	55518	8.0
318	55519	7.0
319	55831	3.0
320	55845	7.0
321	51669	6.0
322	51670	9.0
323	51990	8.0
324	51995	1.0
325	52002	10.0
326	52318	7.0
327	52642	10.0
328	52965	9.0
329	53300	5.0
330	53613	6.0
331	53935	8.0
332	53936	7.0
333	53939	7.0
334	54252	6.0
335	54574	7.0
336	54575	7.0
337	54576	10.0
338	54895	6.0
339	54896	7.0
340	54898	7.0
341	55228	7.0
342	81859	8.0
343	82167	6.0
344	82486	10.0
345	55853	6.0
346	55854	7.0
347	51035	6.0
348	51038	10.0
349	51684	6.0
350	52023	10.0
351	52345	6.0
352	52660	6.0
353	52666	10.0
354	52981	6.0
355	53626	6.0
356	53630	10.0
357	53640	6.0
358	53953	7.0
359	53957	6.0
360	53961	7.0
361	54266	7.0
362	54591	9.0
363	54601	10.0
364	55888	10.0
365	51056	10.0
366	51064	1.0
367	51380	1.0
368	51390	8.0
369	52032	4.0
370	52049	5.0
371	53003	7.0
372	53017	9.0
373	53018	6.0
374	53330	7.0
375	63776	1.0
376	64750	6.0
377	65072	6.0
378	66016	10.0
379	61237	10.0
380	61238	10.0
381	61567	1.0
382	61881	9.0
383	62197	5.0
384	62202	1.0
385	63160	3.0
386	63170	10.0
387	64758	7.0
388	65398	7.0
389	65400	6.0
390	65714	8.0
391	65721	8.0
392	65733	1.0
393	71761	6.0
394	71766	1.0
395	72399	6.0
396	72411	10.0
397	72729	9.0
398	72730	10.0
399	73043	1.0
400	73691	10.0
401	74327	8.0
402	74968	7.0
403	74973	6.0
404	75282	10.0
405	75283	6.0
406	75287	7.0
407	75598	10.0
408	75600	10.0
409	75602	10.0
410	75603	6.0
411	75920	8.0
412	75934	7.0
413	76245	6.0
414	71466	7.0
415	71469	8.0
416	71791	8.0
417	72101	1.0
418	72114	1.0
419	72746	7.0
420	73057	8.0
421	73067	3.0
422	73377	10.0
423	73704	1.0
424	74021	6.0
425	74657	7.0
426	74659	1.0
427	74664	10.0
428	74673	6.0
429	74676	6.0
430	74977	8.0
431	74978	10.0
432	75297	1.0
433	75300	6.0
434	75631	7.0
435	75939	7.0
436	75943	3.0
437	71491	10.0
438	71797	7.0
439	72118	5.0
440	72121	6.0
441	72125	7.0
442	72133	1.0
443	82140	7.0
444	82467	10.0
445	83100	5.0
446	83423	6.0
447	83432	7.0
448	83437	9.0
449	83749	10.0
450	83752	6.0
451	84062	8.0
452	84072	7.0
453	84080	10.0
454	84391	10.0
455	84703	9.0
456	85035	10.0
457	85040	4.0
458	85342	10.0
459	85666	7.0
460	85675	6.0
461	34833	9.0
462	34836	7.0
463	34840	1.0
464	35189	7.0
465	35195	5.0
466	35197	7.0
467	34880	1.0
468	35215	7.0
469	35225	9.0
470	34924	3.0
471	35255	10.0
472	35259	2.0
473	35595	5.0
474	35908	7.0
475	35924	7.0
476	41026	7.0
477	41342	7.0
478	41343	7.0
479	41672	1.0
480	42309	10.0
481	42623	8.0
482	42629	1.0
483	42639	5.0
484	42942	7.0
485	43265	6.0
486	43270	1.0
487	43586	5.0
488	44235	7.0
489	44242	10.0
490	45214	10.0
491	41047	7.0
492	41364	5.0
493	41687	1.0
494	41689	7.0
495	41692	10.0
496	42015	6.0
497	42327	10.0
498	42332	6.0
499	42336	1.0
500	42648	6.0
501	42655	10.0
502	42657	6.0
503	42981	6.0
504	43293	5.0
505	43602	10.0
506	43925	7.0
507	44901	6.0
508	40738	1.0
509	41065	8.0
510	41384	1.0
511	4334	7.0
512	4351	1.0
513	4366	6.0
514	5024	7.0
515	5036	7.0
516	5042	7.0
517	4729	1.0
518	4746	6.0
519	5097	1.0
520	4779	4.0
521	5195	7.0
522	4809	6.0
523	4862	0.0
524	5176	8.0
525	4879	10.0
526	4891	1.0
527	4902	1.0
528	4610	7.0
529	4962	6.0
530	4651	10.0
531	4969	9.0
532	4970	5.0
533	4974	6.0
534	4669	5.0
535	4996	10.0
536	5003	5.0
537	5012	1.0
538	5021	1.0
539	5330	10.0
540	5336	5.0
541	5337	5.0
542	5643	5.0
543	5659	1.0
544	5354	8.0
545	5678	1.0
546	5381	10.0
547	5690	5.0
548	5692	3.0
549	5444	9.0
550	10269	7.0
551	925	6.0
552	1263	6.0
553	1269	3.0
554	1277	7.0
555	1280	3.0
556	1282	5.0
557	1285	1.0
558	1308	6.0
559	1312	1.0
560	1314	9.0
561	984	1.0
562	1018	3.0
563	1336	10.0
564	1339	7.0
565	1036	3.0
566	1343	6.0
567	1348	7.0
568	1050	10.0
569	1056	3.0
570	1060	6.0
571	1369	10.0
572	1371	1.0
573	1386	3.0
574	1389	8.0
575	9646	6.0
576	9651	1.0
577	9963	3.0
578	9972	6.0
579	9974	6.0
580	9698	6.0
581	10014	6.0
582	10018	7.0
583	9711	6.0
584	10037	7.0
585	9728	1.0
586	9739	6.0
587	10713	6.0
588	10405	1.0
589	10423	6.0
590	10846	6.0
591	10441	10.0
592	10443	10.0
593	10459	6.0
594	10460	10.0
595	10758	10.0
596	10462	10.0
597	10470	6.0
598	10475	8.0
599	10476	8.0
600	10764	7.0
601	10770	7.0
602	10773	6.0
603	10779	6.0
604	10487	5.0
605	10791	10.0
606	10502	8.0
607	10519	5.0
608	10808	6.0
609	10809	6.0
610	10819	6.0
611	10545	7.0
612	10552	10.0
613	31118	1.0
614	31128	6.0
615	31137	1.0
616	31459	1.0
617	31461	1.0
618	31465	10.0
619	31790	3.0
620	32109	3.0
621	32115	6.0
622	31810	1.0
623	32135	1.0
624	31827	1.0
625	31829	7.0
626	31848	6.0
627	31856	7.0
628	32269	9.0
629	31875	4.0
630	31880	6.0
631	32183	7.0
632	32190	6.0
633	31951	6.0
634	31955	8.0
635	32241	8.0
636	32247	7.0
637	32258	7.0
638	31667	10.0
639	31994	6.0
640	31684	6.0
641	32006	1.0
642	32010	7.0
643	32012	6.0
644	32020	6.0
645	31726	7.0
646	32040	7.0
647	32041	6.0
648	32052	6.0
649	32055	4.0
650	32058	6.0
651	31746	8.0
652	31754	10.0
653	44981	10.0
654	44992	6.0
655	45319	10.0
656	41147	6.0
657	41784	6.0
658	41793	7.0
659	43068	7.0
660	43384	7.0
661	43400	8.0
662	43710	10.0
663	44035	6.0
664	44348	8.0
665	44359	10.0
666	44669	3.0
667	44673	6.0
668	44678	2.0
669	25144	5.0
670	24848	6.0
671	25174	1.0
672	25176	6.0
673	25489	6.0
674	25493	6.0
675	25819	6.0
676	25822	7.0
677	25521	1.0
678	25524	5.0
679	25531	6.0
680	25532	3.0
681	25838	10.0
682	25537	10.0
683	25959	6.0
684	25573	10.0
685	34737	7.0
686	34742	10.0
687	34182	7.0
688	34191	8.0
689	34204	10.0
690	34212	8.0
691	34541	1.0
692	34543	7.0
693	34244	8.0
694	34251	10.0
695	34598	6.0
696	34952	6.0
697	34956	1.0
698	35296	6.0
699	34965	1.0
700	35303	6.0
701	35306	6.0
702	35309	6.0
703	35314	6.0
704	35315	4.0
705	35317	10.0
706	34980	6.0
707	34993	3.0
708	34999	6.0
709	35334	10.0
710	35018	9.0
711	35427	9.0
712	35041	7.0
713	35053	6.0
714	35059	10.0
715	35396	3.0
716	35088	7.0
717	35097	6.0
718	35113	1.0
719	34803	10.0
720	35121	7.0
721	34825	9.0
722	21740	6.0
723	21743	7.0
724	21753	1.0
725	21756	10.0
726	21761	10.0
727	21773	8.0
728	22182	7.0
729	22191	10.0
730	21786	10.0
731	21795	3.0
732	22085	7.0
733	21804	10.0
734	21805	7.0
735	21824	6.0
736	21842	8.0
737	21853	1.0
738	21854	6.0
739	22152	6.0
740	21890	7.0
741	21914	6.0
742	21613	6.0
743	21615	1.0
744	21617	6.0
745	21927	10.0
746	21951	3.0
747	21954	10.0
748	21653	6.0
749	21972	7.0
750	21669	8.0
751	22009	9.0
752	22667	7.0
753	22669	10.0
754	22676	1.0
755	31535	8.0
756	31200	1.0
757	31215	7.0
758	31549	7.0
759	31229	10.0
760	31645	6.0
761	31658	10.0
762	31251	7.0
763	31563	10.0
764	31565	5.0
765	31271	8.0
766	31275	6.0
767	31594	10.0
768	31290	10.0
769	31605	6.0
770	31309	3.0
771	31633	10.0
772	31635	4.0
773	31324	10.0
774	31347	6.0
775	31351	6.0
776	31052	5.0
777	31053	7.0
778	31360	6.0
779	31370	1.0
780	31384	9.0
781	31083	1.0
782	31087	8.0
783	31089	1.0
784	31403	6.0
785	31408	10.0
786	12860	1.0
787	12867	8.0
788	13849	10.0
789	13856	7.0
790	13857	9.0
791	13527	7.0
792	13535	6.0
793	13870	10.0
794	13553	8.0
795	13563	1.0
796	13899	6.0
797	13900	6.0
798	13911	6.0
799	13917	9.0
800	14000	9.0
801	13601	6.0
802	13612	6.0
803	13618	10.0
804	13926	10.0
805	13636	7.0
806	13950	9.0
807	13647	10.0
808	13671	5.0
809	13677	1.0
810	13990	10.0
811	13699	1.0
812	13414	2.0
813	13417	10.0
814	13466	1.0
815	13474	1.0
816	13475	7.0
817	13790	1.0
818	13791	8.0
819	13480	6.0
820	13496	9.0
821	13819	0.0
822	13835	8.0
823	14152	1.0
824	14476	9.0
825	14161	8.0
826	14164	8.0
827	14479	6.0
828	14481	7.0
829	14493	8.0
830	14618	5.0
831	14518	10.0
832	14532	6.0
833	14248	6.0
834	14249	6.0
835	14262	1.0
836	14559	7.0
837	14565	6.0
838	14285	7.0
839	14290	6.0
840	14578	7.0
841	14596	1.0
842	3509	8.0
843	3517	4.0
844	3844	1.0
845	3850	1.0
846	3851	1.0
847	3852	8.0
848	3859	1.0
849	3548	7.0
850	3862	10.0
851	3865	7.0
852	3895	10.0
853	3587	1.0
854	3913	5.0
855	3918	1.0
856	3920	1.0
857	3618	1.0
858	3307	5.0
859	3312	6.0
860	3642	1.0
861	3651	1.0
862	3347	0.0
863	3359	0.0
864	3660	7.0
865	3372	1.0
866	3374	6.0
867	3384	1.0
868	3387	1.0
869	3701	10.0
870	3707	7.0
871	3409	9.0
872	3417	10.0
873	3428	1.0
874	3749	6.0
875	3753	10.0
876	4063	5.0
877	4068	10.0
878	4416	1.0
879	4111	6.0
880	4432	6.0
881	4133	3.0
882	4548	1.0
883	4143	10.0
884	4153	1.0
885	4457	6.0
886	4459	5.0
887	4462	1.0
888	4477	10.0
889	4181	10.0
890	4496	10.0
891	4203	3.0
892	4213	1.0
893	4503	0.0
894	4510	1.0
895	4236	6.0
896	4243	2.0
897	4255	1.0
898	4279	10.0
899	3965	1.0
900	3973	3.0
901	3980	7.0
902	4291	3.0
903	4309	7.0
904	5464	10.0
905	5781	10.0
906	5789	0.0
907	5791	1.0
908	14050	7.0
909	14369	3.0
910	14066	1.0
911	14073	7.0
912	14074	5.0
913	14382	7.0
914	14394	7.0
915	14406	3.0
916	14435	8.0
917	14438	7.0
918	14440	3.0
919	15135	1.0
920	14800	1.0
921	14802	10.0
922	14806	3.0
923	14808	1.0
924	14810	10.0
925	14811	1.0
926	14812	1.0
927	14813	9.0
928	15156	10.0
929	15157	9.0
930	14827	1.0
931	14835	6.0
932	14851	8.0
933	14865	1.0
934	14869	6.0
935	14870	7.0
936	14872	3.0
937	14875	8.0
938	15181	6.0
939	15196	7.0
940	15197	9.0
941	14880	1.0
942	14901	6.0
943	15233	1.0
944	15249	3.0
945	15255	7.0
946	14643	7.0
947	14963	3.0
948	14968	3.0
949	14683	6.0
950	14684	5.0
951	14687	6.0
952	15015	1.0
953	14703	7.0
954	14711	10.0
955	14732	9.0
956	15051	1.0
957	14760	1.0
958	14776	4.0
959	15081	10.0
960	15082	1.0
961	15091	10.0
962	15412	6.0
963	15416	6.0
964	15730	1.0
965	15734	1.0
966	15423	5.0
967	15737	9.0
968	15454	9.0
969	2172	9.0
970	2482	5.0
971	2803	1.0
972	2810	7.0
973	3131	1.0
974	3134	7.0
975	2829	1.0
976	3140	6.0
977	3148	8.0
978	3161	9.0
979	3169	6.0
980	3291	6.0
981	2897	7.0
982	3189	6.0
983	2914	1.0
984	3212	0.0
985	3216	7.0
986	3219	10.0
987	2927	8.0
988	3224	1.0
989	3247	10.0
990	3258	7.0
991	3259	6.0
992	3267	1.0
993	3272	5.0
994	3274	1.0
995	2994	8.0
996	2689	10.0
997	2699	6.0
998	3010	3.0
999	3020	7.0
1000	3030	3.0
1001	3039	6.0
1002	2733	6.0
1003	3055	10.0
1004	2759	6.0
1005	3062	10.0
1006	2774	1.0
1007	2775	10.0
1008	3092	10.0
1009	3093	9.0
1010	2790	6.0
1011	2795	7.0
1012	3442	1.0
1013	3449	7.0
1014	12320	7.0
1015	12321	6.0
1016	12324	8.0
1017	12664	7.0
1018	12671	10.0
1019	12376	3.0
1020	12401	5.0
1021	12422	7.0
1022	12454	6.0
1023	12456	8.0
1024	77876	8.0
1025	78508	10.0
1026	78830	6.0
1027	79139	9.0
1028	79147	10.0
1029	79154	10.0
1030	79780	10.0
1031	79789	10.0
1032	80427	1.0
1033	80432	6.0
1034	80746	3.0
1035	81380	10.0
1036	77238	1.0
1037	77561	7.0
1038	78208	10.0
1039	78215	5.0
1040	78216	10.0
1041	78851	10.0
1042	79159	1.0
1043	79170	8.0
1044	79175	10.0
1045	79481	10.0
1046	79484	6.0
1047	79487	1.0
1048	79497	7.0
1049	79809	10.0
1050	80127	10.0
1051	80131	10.0
1052	81092	10.0
1053	81413	6.0
1054	76617	6.0
1055	76945	6.0
1056	76948	10.0
1057	77264	1.0
1058	77270	1.0
1059	77271	6.0
1060	77273	10.0
1061	2269	7.0
1062	2582	3.0
1063	2591	8.0
1064	2293	10.0
1065	2313	6.0
1066	2327	10.0
1067	2330	7.0
1068	2652	10.0
1069	2343	1.0
1070	2359	7.0
1071	2040	6.0
1072	2048	9.0
1073	2049	6.0
1074	2365	7.0
1075	2384	7.0
1076	2387	1.0
1077	2397	3.0
1078	2092	1.0
1079	2093	6.0
1080	2409	3.0
1081	2112	6.0
1082	2121	6.0
1083	2447	10.0
1084	2140	1.0
1085	2149	6.0
1086	2153	10.0
1087	66679	7.0
1088	66686	1.0
1089	66691	1.0
1090	67325	6.0
1091	67652	8.0
1092	67959	10.0
1093	67960	1.0
1094	57462	6.0
1095	57466	7.0
1096	57786	7.0
1097	58107	10.0
1098	58417	10.0
1099	58741	6.0
1100	59062	10.0
1101	59372	1.0
1102	60347	10.0
1103	60652	1.0
1104	56191	6.0
1105	56200	8.0
1106	56204	6.0
1107	56207	6.0
1108	56839	3.0
1109	57153	10.0
1110	57159	6.0
1111	57477	8.0
1112	57484	10.0
1113	57801	6.0
1114	58440	6.0
1115	58769	7.0
1116	59072	7.0
1117	59083	1.0
1118	59398	6.0
1119	59403	10.0
1120	59711	7.0
1121	59727	6.0
1122	60030	8.0
1123	60358	6.0
1124	60674	8.0
1125	60675	3.0
1126	60682	1.0
1127	60685	3.0
1128	56228	3.0
1129	56532	3.0
1130	56541	6.0
1131	57175	3.0
1132	57492	6.0
1133	57499	8.0
1134	57510	7.0
1135	57816	1.0
1136	57820	6.0
1137	57828	10.0
1138	58143	6.0
1139	58452	7.0
1140	59104	10.0
1141	59107	7.0
1142	59414	1.0
1143	59420	6.0
1144	59740	10.0
1145	59743	9.0
1146	60058	1.0
1147	60064	6.0
1148	65488	7.0
1149	65798	6.0
1150	70512	7.0
1151	32455	6.0
1152	32467	6.0
1153	32477	7.0
1154	32809	6.0
1155	32903	6.0
1156	32906	6.0
1157	32821	3.0
1158	32533	7.0
1159	32535	6.0
1160	32538	7.0
1161	32843	6.0
1162	32856	10.0
1163	32858	6.0
1164	32566	8.0
1165	32583	10.0
1166	32604	6.0
1167	32315	6.0
1168	32625	4.0
1169	32323	10.0
1170	32327	10.0
1171	32645	3.0
1172	32650	1.0
1173	32344	10.0
1174	32351	7.0
1175	32356	6.0
1176	32368	7.0
1177	32379	3.0
1178	32701	3.0
1179	32728	9.0
1180	32732	6.0
1181	33376	6.0
1182	33078	7.0
1183	33384	7.0
1184	33400	7.0
1185	33112	6.0
1186	33520	6.0
1187	33529	6.0
1188	33536	6.0
1189	33124	8.0
1190	33135	8.0
1191	33138	1.0
1192	33149	9.0
1193	33452	7.0
1194	33161	6.0
1195	33192	10.0
1196	33196	6.0
1197	33210	7.0
1198	32924	8.0
1199	32931	7.0
1200	33246	6.0
1201	41533	6.0
1202	41538	6.0
1203	42161	4.0
1204	42492	7.0
1205	43136	7.0
1206	43766	6.0
1207	43777	1.0
1208	44082	1.0
1209	44088	6.0
1210	44408	10.0
1211	44413	0.0
1212	44733	10.0
1213	45386	1.0
1214	40891	7.0
1215	40892	6.0
1216	40896	7.0
1217	40906	10.0
1218	41224	6.0
1219	42195	3.0
1220	42197	6.0
1221	42198	6.0
1222	42199	10.0
1223	42502	7.0
1224	42504	6.0
1225	42514	8.0
1226	42832	6.0
1227	43153	6.0
1228	43154	7.0
1229	43465	6.0
1230	43466	7.0
1231	43478	6.0
1232	43785	3.0
1233	44105	7.0
1234	44443	6.0
1235	44758	7.0
1236	44766	10.0
1237	44767	6.0
1238	45076	1.0
1239	40590	7.0
1240	40913	10.0
1241	41238	10.0
1242	41252	7.0
1243	41564	6.0
1244	42526	0.0
1245	42530	6.0
1246	42538	10.0
1247	42847	6.0
1248	43163	7.0
1249	44132	7.0
1250	44452	8.0
1251	44467	8.0
1252	44778	5.0
1253	44779	10.0
1254	40607	10.0
1255	40935	3.0
1256	40939	10.0
1257	41258	10.0
1258	41261	6.0
1259	41271	7.0
1260	41913	10.0
1261	42232	7.0
1262	42552	6.0
1263	43183	7.0
1264	69952	10.0
1265	70259	7.0
1266	70263	6.0
1267	75695	3.0
1268	76015	1.0
1269	76320	8.0
1270	76323	6.0
1271	76326	6.0
1272	71537	7.0
1273	71549	6.0
1274	73149	1.0
1275	73462	9.0
1276	73475	6.0
1277	74097	10.0
1278	74740	9.0
1279	75394	8.0
1280	75716	10.0
1281	76022	3.0
1282	76028	9.0
1283	76342	10.0
1284	76349	10.0
1285	76350	3.0
1286	76352	6.0
1287	71881	7.0
1288	71884	7.0
1289	72203	9.0
1290	72517	10.0
1291	72837	9.0
1292	72847	3.0
1293	72855	6.0
1294	73156	5.0
1295	73487	6.0
1296	73488	9.0
1297	73492	1.0
1298	73494	5.0
1299	73801	6.0
1300	73805	10.0
1301	73811	5.0
1302	74454	1.0
1303	75727	1.0
1304	76045	8.0
1305	76050	9.0
1306	76358	6.0
1307	76361	1.0
1308	76366	1.0
1309	76370	7.0
1310	76373	10.0
1311	71593	1.0
1312	71907	7.0
1313	71913	10.0
1314	72215	8.0
1315	72231	6.0
1316	72863	9.0
1317	73182	1.0
1318	73192	7.0
1319	73511	10.0
1320	73819	9.0
1321	74151	6.0
1322	74780	7.0
1323	75421	7.0
1324	22775	10.0
1325	22467	6.0
1326	22471	3.0
1327	22478	1.0
1328	22783	6.0
1329	22786	10.0
1330	22793	7.0
1331	22794	6.0
1332	22802	7.0
1333	22805	7.0
1334	22517	6.0
1335	22234	8.0
1336	22248	9.0
1337	22569	10.0
1338	22272	6.0
1339	22585	9.0
1340	22289	10.0
1341	22304	6.0
1342	22626	8.0
1343	22332	4.0
1344	22960	2.0
1345	23289	6.0
1346	23290	7.0
1347	22979	6.0
1348	22983	1.0
1349	22990	8.0
1350	23304	6.0
1351	23314	10.0
1352	23009	7.0
1353	23018	6.0
1354	23329	3.0
1355	23031	8.0
1356	23443	5.0
1357	23446	7.0
1358	23447	7.0
1359	23044	7.0
1360	23358	8.0
1361	23068	7.0
1362	23376	6.0
1363	23089	10.0
1364	23123	10.0
1365	23135	3.0
1366	23423	6.0
1367	23430	1.0
1368	23158	7.0
1369	22841	3.0
1370	22889	7.0
1371	31762	7.0
1372	31769	7.0
1373	32085	7.0
1374	32742	3.0
1375	32752	7.0
1376	32425	6.0
1377	32765	6.0
1378	45003	8.0
1379	40523	6.0
1380	40835	10.0
1381	40844	3.0
1382	42123	7.0
1383	42124	6.0
1384	42763	7.0
1385	42781	7.0
1386	43416	7.0
1387	43722	7.0
1388	43725	7.0
1389	44051	8.0
1390	44698	10.0
1391	44708	6.0
1392	45348	8.0
1393	40541	5.0
1394	40856	10.0
1395	41178	4.0
1396	41186	7.0
1397	41505	6.0
1398	41825	10.0
1399	41835	6.0
1400	42149	6.0
1401	42786	10.0
1402	42791	10.0
1403	43424	1.0
1404	44064	6.0
1405	44065	8.0
1406	44389	8.0
1407	44717	10.0
1408	40557	7.0
1409	40560	10.0
1410	41524	7.0
1411	54663	5.0
1412	54980	6.0
1413	54985	1.0
1414	55305	4.0
1415	55614	7.0
1416	55620	7.0
1417	55623	6.0
1418	55938	7.0
1419	51119	9.0
1420	51449	10.0
1421	52099	6.0
1422	52740	3.0
1423	53390	7.0
1424	53401	10.0
1425	53708	8.0
1426	54024	6.0
1427	54356	6.0
1428	55310	6.0
1429	55316	7.0
1430	55327	6.0
1431	55649	7.0
1432	55956	10.0
1433	51148	3.0
1434	51471	9.0
1435	51790	1.0
1436	52131	8.0
1437	52449	8.0
1438	52761	3.0
1439	53083	5.0
1440	53096	7.0
1441	53403	10.0
1442	53408	10.0
1443	53728	6.0
1444	54046	3.0
1445	54057	6.0
1446	54370	6.0
1447	54372	3.0
1448	54379	2.0
1449	54688	8.0
1450	54689	10.0
1451	55339	6.0
1452	55653	6.0
1453	51154	1.0
1454	51155	7.0
1455	51482	10.0
1456	51494	10.0
1457	52133	8.0
1458	53119	1.0
1459	53752	6.0
1460	54077	6.0
1461	54393	1.0
1462	55354	6.0
1463	55679	10.0
1464	55687	1.0
1465	51188	5.0
1466	66128	1.0
1467	61990	5.0
1468	61991	9.0
1469	62628	10.0
1470	62630	9.0
1471	62934	9.0
1472	62935	1.0
1473	62937	10.0
1474	62951	1.0
1475	64219	6.0
1476	64549	10.0
1477	64857	1.0
1478	65495	10.0
1479	65496	6.0
1480	65817	10.0
1481	65820	1.0
1482	66142	4.0
1483	66152	7.0
1484	61357	5.0
1485	61998	10.0
1486	62011	1.0
1487	62956	6.0
1488	63290	6.0
1489	63605	1.0
1490	63607	6.0
1491	64566	2.0
1492	64568	1.0
1493	64883	10.0
1494	61374	1.0
1495	61390	1.0
1496	62027	7.0
