LNR,RESPONSE
21392,0.23419365286827087
21713,0.16985148191452026
22019,0.2973605990409851
22025,0.6994694471359253
21722,0.7055833339691162
21728,0.21992075443267822
22039,0.4727071523666382
22044,0.24820223450660706
61900,0.20701512694358826
62548,0.6958866119384766
63176,0.180130273103714
64473,0.6879709362983704
64779,0.6670213937759399
64780,0.1717069447040558
64784,0.2892337441444397
65105,0.4727071523666382
65431,0.659395158290863
65433,0.6815104484558105
66055,0.19014865159988403
66071,0.4727071523666382
61280,0.631199061870575
61281,0.6938891410827637
61284,0.08274850249290466
61597,0.0731770396232605
61606,0.12776947021484375
62235,0.7234162092208862
62240,0.1886805295944214
62241,0.18612414598464966
62555,0.706956684589386
62557,0.4480864405632019
62565,0.25414517521858215
62566,0.7123708724975586
63515,0.2771061658859253
63524,0.7517520189285278
64797,0.3361470699310303
65116,0.4727071523666382
75249,0.18381664156913757
75253,0.7081485986709595
75575,0.4727071523666382
76212,0.25299614667892456
71422,0.3264678716659546
72059,0.6975013017654419
72060,0.16088321805000305
72383,0.19092977046966553
72386,0.2474760115146637
72700,0.15497812628746033
72715,0.19925770163536072
73028,0.22917717695236206
73346,0.3214014768600464
73658,0.2112870216369629
73662,0.6998816132545471
73666,0.4777527451515198
73668,0.4725332260131836
73985,0.7149829268455505
74299,-0.0015653371810913086
74310,0.611014187335968
74312,0.7256576418876648
74619,0.22868984937667847
74620,0.188587486743927
74627,0.1351032853126526
74938,0.2745811343193054
74952,0.18387490510940552
75911,0.15668678283691406
75913,0.29837900400161743
76221,0.24992889165878296
76227,0.2191827893257141
71448,0.20889601111412048
15887,0.17357242107391357
15498,0.14666172862052917
15504,0.5647516250610352
15507,0.33113276958465576
15521,0.2586260735988617
24403,0.16761934757232666
24100,0.6857097744941711
24436,0.01405632495880127
24440,0.1296232044696808
24442,0.4727071523666382
24148,0.3239162564277649
24149,0.27773863077163696
24155,0.22844365239143372
24458,0.12621641159057617
24169,0.6845836639404297
24477,0.7554845213890076
24479,0.24845102429389954
24486,0.23568600416183472
24190,0.6914944648742676
24515,0.7106218338012695
24214,0.690258800983429
25183,0.4727071523666382
25207,0.22575345635414124
24889,0.6476058959960938
24890,0.2726253271102905
25226,0.4568876624107361
25232,0.4480864405632019
25244,0.05895468592643738
25339,0.10870251059532166
25355,0.7288346290588379
24958,0.18805548548698425
25277,0.0733385980129242
25286,0.7248224020004272
24988,0.4727071523666382
25298,0.30364662408828735
25309,0.7296556830406189
25315,0.18147745728492737
25014,0.4727071523666382
25322,0.25015532970428467
25333,0.6740518808364868
25025,0.4777527451515198
24726,0.4029006361961365
24735,0.4727071523666382
25055,0.14299938082695007
25056,0.16793549060821533
24746,0.6865509152412415
25061,0.18702742457389832
25067,0.22907117009162903
25074,0.12079057097434998
24773,0.3583637475967407
25080,0.4727071523666382
25086,0.6079480648040771
25088,0.17540255188941956
24777,0.28802841901779175
24796,0.19204750657081604
25104,0.14424675703048706
24806,0.40464311838150024
25118,0.23137009143829346
24822,0.4727071523666382
82811,0.7052462100982666
83449,0.6507484912872314
83459,0.4727071523666382
83770,0.4727071523666382
84091,0.08134070038795471
84096,0.18106922507286072
84737,0.5612084269523621
85048,0.4727071523666382
85049,0.6634198427200317
85051,0.18459585309028625
85369,0.03302079439163208
85374,0.5144789814949036
85380,0.6131851673126221
82190,0.1127101480960846
82505,0.4777527451515198
82515,0.2740364074707031
82517,0.2256929576396942
82821,0.48655396699905396
83140,0.4888249337673187
788,0.21593791246414185
1102,0.10161435604095459
1109,0.2296481728553772
821,0.18592560291290283
829,0.1810608208179474
837,0.7138899564743042
845,0.4777527451515198
1163,0.7332252264022827
861,0.4727071523666382
899,0.2000245451927185
1207,0.6958680152893066
906,0.2606404423713684
1221,0.7222572565078735
1545,0.197206050157547
1546,0.7142542600631714
1555,0.22102218866348267
1556,0.6788291931152344
1879,0.1883227825164795
1885,0.6764490008354187
1593,0.3259035348892212
1902,0.6666673421859741
1611,0.20617565512657166
1921,0.24402540922164917
1927,0.7023376822471619
1651,0.2923811674118042
1978,0.6640483140945435
1718,0.25052425265312195
1722,0.1638765037059784
1734,0.6541314721107483
41705,0.22655126452445984
41711,0.4727071523666382
41712,0.20200088620185852
42029,0.26547688245773315
42347,0.43386220932006836
42352,0.2270122766494751
42353,0.29926222562789917
42671,0.6743073463439941
42987,0.2005252242088318
43310,0.3018007278442383
43627,0.2667626738548279
43629,0.18795615434646606
43945,0.4480864405632019
43953,0.1659279465675354
43954,0.723222017288208
43961,0.2663555145263672
44280,0.20341596007347107
44917,0.20069757103919983
44924,0.5036168694496155
44927,0.18657377362251282
45244,0.2676791548728943
45570,0.7054530382156372
45584,0.5300379395484924
41721,0.17272135615348816
41739,0.4727071523666382
42054,0.47211384773254395
42369,0.10731390118598938
42689,0.2717213034629822
43019,0.19144245982170105
43331,0.7118353247642517
51328,0.29438984394073486
51644,0.6818721294403076
51653,0.538033664226532
51969,0.28493732213974
52308,0.6869032382965088
52310,0.06601536273956299
52626,0.6899821162223816
52638,0.20205682516098022
52940,0.2718104124069214
52954,0.7237428426742554
55194,0.4725332260131836
55196,0.46032488346099854
55526,0.4727071523666382
55847,0.222410649061203
55848,0.4727071523666382
51024,0.4727071523666382
51031,0.26167380809783936
51342,0.6750512719154358
51348,0.4424155354499817
51666,0.20404008030891418
51674,0.14548736810684204
51680,0.7090317606925964
52331,0.08199766278266907
53302,0.4727071523666382
82163,0.6853998899459839
82481,0.2124154269695282
82498,0.43211013078689575
55852,0.4727071523666382
55858,0.1858910620212555
55859,0.17897891998291016
51037,0.4727071523666382
51039,0.1742216944694519
51683,0.48852771520614624
51685,0.26814907789230347
51695,0.5283718705177307
51702,0.19414252042770386
52343,0.6312235593795776
52353,0.4727071523666382
53314,0.4727071523666382
53322,0.4568876624107361
53950,0.7107926607131958
54597,0.2215036153793335
54925,0.236859530210495
55245,0.7127118110656738
55558,0.4777527451515198
55882,0.5399853587150574
51384,0.10013368725776672
51703,0.7113434672355652
51706,0.2775670289993286
51711,0.6359071731567383
52041,0.09497156739234924
52047,0.2244718074798584
52369,0.5247708559036255
52689,0.15457284450531006
53331,0.1841912567615509
53341,0.2737937569618225
63455,0.6048198342323303
63780,0.179669588804245
63783,0.4727071523666382
64096,0.276729553937912
64104,0.22170594334602356
64109,0.24930575489997864
64422,0.21534502506256104
65391,0.4727071523666382
65705,0.17468997836112976
65709,0.20453804731369019
61568,0.45035743713378906
62203,0.33288103342056274
62850,0.14814695715904236
62851,0.6746351718902588
63164,0.12429526448249817
63491,0.5100733041763306
63796,0.16930276155471802
63799,0.7139442563056946
63802,0.1867642104625702
63812,0.4480864405632019
64127,0.2201768159866333
64449,0.5999872088432312
64771,0.12093928456306458
65082,0.4727071523666382
65399,0.23964986205101013
66039,0.4727071523666382
66048,0.19636592268943787
71758,0.6666007041931152
72077,0.4727071523666382
72087,0.4727071523666382
72405,0.4534677565097809
72723,0.2142736315727234
72735,0.1520039141178131
73046,0.3503307104110718
73682,0.16825097799301147
73694,0.16219308972358704
73696,0.5438610911369324
74317,0.6276777386665344
74974,0.4737795889377594
75286,0.22514423727989197
75605,0.18473288416862488
75612,0.4727071523666382
75929,0.4480864405632019
76239,0.12784773111343384
71471,0.1627577543258667
71776,0.18909072875976562
71779,0.4727071523666382
72112,0.2253585159778595
72417,0.31739336252212524
72420,0.09850263595581055
72425,0.7060714960098267
73073,0.10454502701759338
73393,0.28508836030960083
73714,0.4090280532836914
74337,0.7202789783477783
74347,0.1801828145980835
74354,0.7192562818527222
74666,0.27446919679641724
74667,0.4727071523666382
74990,0.687289834022522
75949,0.12845927476882935
75952,0.2630120515823364
71486,0.7460674047470093
71805,0.7366788387298584
71813,0.6824340224266052
72130,0.2128351628780365
72437,0.22485381364822388
82469,0.4727071523666382
82788,0.23088639974594116
82793,0.4727071523666382
83111,0.4480864405632019
83113,0.458079993724823
83420,0.7140942811965942
83425,0.32352912425994873
83428,0.4727071523666382
83433,0.07211154699325562
83759,0.7045027613639832
84381,0.6916890740394592
84709,0.7066267728805542
85024,0.7079737186431885
85026,0.3740648329257965
85671,0.6964818239212036
35158,0.27583667635917664
34851,0.245931476354599
34853,0.7087235450744629
34859,0.25214317440986633
35162,0.4771731197834015
35165,0.4727071523666382
34865,0.031344056129455566
34877,0.4681549072265625
34898,0.25724413990974426
35203,0.12318342924118042
34902,0.2984999716281891
34907,0.14852562546730042
34930,0.7167255878448486
34939,0.10478979349136353
35249,0.7108232378959656
35561,0.20377108454704285
35568,0.4727071523666382
35572,0.17585277557373047
35574,0.4480864405632019
35575,0.11183202266693115
35889,0.4727071523666382
35583,0.25514447689056396
35587,0.27156370878219604
35597,0.23582741618156433
35900,0.16259869933128357
35602,0.7100367546081543
35606,0.7084936499595642
35922,0.08261862397193909
35936,0.11632254719734192
41020,0.6748261451721191
41028,0.7008617520332336
41344,0.23133325576782227
41666,0.48655396699905396
42319,0.717698872089386
42634,0.4777527451515198
42944,0.46737706661224365
42952,0.21020054817199707
42954,0.09457781910896301
43274,0.05786815285682678
43582,0.4727071523666382
43590,0.2547333240509033
43594,0.6971687078475952
43909,0.5296119451522827
43917,0.5495489239692688
44561,0.15696415305137634
45202,0.6900253295898438
45210,0.1714840531349182
41684,0.6922727823257446
41691,0.1989862620830536
42333,0.1740967333316803
42660,0.0958658754825592
42963,0.4159829914569855
42979,0.18860572576522827
43287,0.26188522577285767
44582,0.4727071523666382
45233,0.2922813296318054
45544,0.2725365459918976
45550,0.19319042563438416
40729,0.25818440318107605
41379,0.4777527451515198
41395,0.6814363598823547
4332,0.15560868382453918
4346,0.256315678358078
4044,0.6538819670677185
5031,0.446450799703598
5033,0.21992075443267822
5057,0.6954476833343506
4737,0.48875218629837036
5067,0.6842918395996094
4757,0.19949764013290405
4758,0.4727071523666382
4762,0.1758841574192047
4780,0.4727071523666382
5183,0.4157294034957886
5191,0.20698630809783936
5198,0.4727071523666382
4802,0.4378899931907654
5126,0.4727071523666382
5132,0.7088977694511414
4830,0.5536256432533264
5154,0.5607545971870422
4854,0.4727071523666382
4861,0.1876671314239502
5180,0.2335183024406433
4574,0.23217830061912537
4896,0.22031894326210022
4592,0.2115761935710907
4599,0.11861172318458557
4914,0.6405076384544373
4604,0.29476505517959595
4932,0.30214500427246094
4623,0.2744288146495819
4633,0.6939903497695923
4636,0.2285080850124359
4944,0.14535623788833618
4949,0.4480864405632019
4644,0.4727071523666382
4977,0.6987432241439819
4674,0.4727071523666382
4986,0.39388611912727356
4683,0.20149371027946472
4686,0.12566477060317993
4691,0.1367044448852539
4700,0.6788901686668396
5018,0.22583913803100586
5341,0.5655710697174072
5646,0.67982417345047
5647,0.4727071523666382
5649,0.14521262049674988
5661,0.10854983329772949
5671,0.7029001712799072
5677,0.6145151853561401
5375,0.2297455370426178
5396,0.4777527451515198
5410,0.07997962832450867
5411,0.3013671040534973
5714,0.7087268829345703
5427,0.25446873903274536
5436,0.2823500633239746
5725,0.6087222099304199
5733,0.6147220730781555
5454,0.7052093148231506
10241,0.3054652810096741
10566,0.18594598770141602
10579,0.15743526816368103
929,0.10614287853240967
935,0.6211078763008118
1261,0.22661611437797546
951,0.03467705845832825
952,0.4727071523666382
955,0.14467358589172363
1295,0.7074635028839111
966,0.19218888878822327
974,0.17014527320861816
1305,0.18129214644432068
995,0.7147972583770752
998,0.22621670365333557
1403,0.6647837162017822
1001,0.2640593647956848
1009,0.17267325520515442
1338,0.70381760597229
1029,0.4727071523666382
1053,0.14085695147514343
1062,0.1767483949661255
1067,0.17352360486984253
1071,0.20635873079299927
9957,0.2269597351551056
9960,0.6785223484039307
9671,0.4727071523666382
9680,0.5285528898239136
9982,0.7107197642326355
9700,0.5964114665985107
9712,0.4480864405632019
10023,0.7308508157730103
10042,0.18814659118652344
10043,0.33288103342056274
10048,0.6874564290046692
10049,0.1489509642124176
10054,0.08759841322898865
10057,0.27952760457992554
10388,0.12720251083374023
10396,0.08555829524993896
10700,0.19217878580093384
10716,0.4727071523666382
10418,0.16980835795402527
10730,0.7219145894050598
10733,0.3185729384422302
10429,0.687517523765564
10844,0.24887609481811523
10856,0.24537411332130432
10448,0.2982199192047119
10451,0.1760123074054718
10458,0.07600921392440796
10743,0.18234077095985413
10753,0.19275259971618652
10756,0.12241211533546448
10465,0.702335000038147
10488,0.7092034816741943
10490,0.33822348713874817
10495,0.4727071523666382
10510,0.1148374080657959
10818,0.15813812613487244
10531,0.32842886447906494
10823,0.06702384352684021
10544,0.722002387046814
10553,0.06208902597427368
31437,0.10527455806732178
31442,0.12888959050178528
31451,0.6772648692131042
31453,0.7520330548286438
31143,0.5188510417938232
31146,0.24917712807655334
31149,0.4727071523666382
31460,0.38530415296554565
31466,0.5732085704803467
31472,0.4727071523666382
31788,0.1710771918296814
32113,0.4727071523666382
31807,0.2060510814189911
32122,0.1776922345161438
32127,0.17682558298110962
31820,0.2612849473953247
31832,0.4727071523666382
32267,0.2292112112045288
31860,0.2636524438858032
31873,0.541068434715271
32168,0.7225513458251953
32177,0.4727071523666382
31882,0.4725332260131836
31896,0.716772735118866
31910,0.17407533526420593
32211,0.6997270584106445
32232,0.6944213509559631
31943,0.4727071523666382
31950,0.24960240721702576
32243,0.7025043368339539
31966,0.2728656828403473
31976,0.6946625113487244
31666,0.25057852268218994
31674,0.2697381377220154
31989,0.7097064256668091
31990,0.23779168725013733
31991,0.47048383951187134
31997,0.2579513192176819
31692,0.4727071523666382
31719,0.15619513392448425
31723,0.618725061416626
32039,0.2604397237300873
32042,0.20231857895851135
31739,0.4727071523666382
32061,0.30528557300567627
32062,0.17555657029151917
44333,0.103659987449646
44656,0.20592617988586426
44658,0.4480864405632019
44976,0.3007658123970032
44990,0.4727071523666382
45312,0.39392247796058655
45644,0.21339145302772522
41146,0.4727071523666382
41459,0.758695125579834
41462,0.2325078547000885
41787,0.19865462183952332
42422,0.571306049823761
42743,0.2470616102218628
43076,0.11955046653747559
44350,0.20546630024909973
44353,0.2553088963031769
44356,0.17542919516563416
25163,0.4727071523666382
25490,0.1654396653175354
25811,0.4727071523666382
25501,0.4480864405632019
25502,0.16200146079063416
25505,0.17901471257209778
25835,0.23049777746200562
25966,0.19625788927078247
25973,0.2339780032634735
25570,0.16476154327392578
25862,0.18575313687324524
25871,0.023127049207687378
25877,0.25794756412506104
34738,0.13480809330940247
34445,0.2583961486816406
34447,0.17878982424736023
34754,0.4777527451515198
34764,0.7296779155731201
34772,0.47571852803230286
34775,0.21933606266975403
34484,0.3274850845336914
34180,0.4881179630756378
34199,0.4480864405632019
34527,0.4727071523666382
34226,0.6913338899612427
34555,0.3570097088813782
34243,0.4920921325683594
34252,0.1842299997806549
34267,0.11044344305992126
34276,0.6728838086128235
34584,0.2258892059326172
34283,0.4727071523666382
34290,0.3202601671218872
34291,0.07348453998565674
34295,0.6166811585426331
34599,0.07542276382446289
34603,0.7003267407417297
35267,0.48002374172210693
35270,0.2644660472869873
35279,0.627338707447052
35300,0.10322412848472595
34981,0.18142157793045044
35338,0.7017803192138672
35425,0.46544623374938965
35426,0.4330121576786041
35432,0.6477832198143005
35022,0.7046622037887573
35347,0.170940101146698
35062,0.7242023348808289
35072,0.10898822546005249
35104,0.2635129988193512
35106,0.4777527451515198
35114,0.13077357411384583
35131,0.27690619230270386
21744,0.24834516644477844
21754,0.41892683506011963
21784,0.20679232478141785
22088,0.17475637793540955
22095,0.19097653031349182
21806,0.5343698263168335
21811,0.372158944606781
22099,0.6955444812774658
22104,0.6976110935211182
21819,0.4727071523666382
21822,0.2372910976409912
21834,0.4261208772659302
21858,0.7147772312164307
21862,0.6896917223930359
21875,0.17807549238204956
22163,0.13027513027191162
21909,0.22675010561943054
21910,0.5731601119041443
21913,0.7035506963729858
21650,0.09722566604614258
21966,0.19067397713661194
21977,0.4727071523666382
21662,0.18576458096504211
21665,0.21738627552986145
21668,0.20080286264419556
21683,0.3823751211166382
21697,0.47509223222732544
22665,0.14537718892097473
31548,0.47099825739860535
31553,0.3174743056297302
31555,0.13407939672470093
31232,0.32301828265190125
31647,0.5116505026817322
31243,0.10259145498275757
31266,0.6595007181167603
31274,0.2634623646736145
31590,0.25213056802749634
31294,0.16203132271766663
31296,0.6592741012573242
31600,0.15604591369628906
31314,0.21285930275917053
31358,0.18963077664375305
31369,0.19083109498023987
31376,0.1669597327709198
31070,0.24705475568771362
31382,0.1790962517261505
31385,0.19216156005859375
31393,0.08812674880027771
31086,0.2533647418022156
31114,0.1779702603816986
12861,0.2366447150707245
13182,0.4727071523666382
13185,0.341208815574646
13190,0.16444340348243713
13194,0.7374177575111389
13536,0.4727071523666382
13542,0.2256409227848053
13559,0.23408493399620056
13600,0.20612013339996338
13608,0.5749476552009583
13922,0.17701098322868347
13934,0.4480864405632019
13634,0.25402146577835083
13948,0.7158916592597961
13961,0.7390767335891724
13973,0.7217673063278198
13976,0.16870000958442688
13987,0.3385757505893707
13989,0.07986840605735779
13993,0.20392251014709473
13685,0.20960235595703125
13397,0.5679856538772583
13714,0.21237128973007202
13408,0.18781778216362
13416,0.6188451051712036
13734,0.4674876630306244
13429,0.4727071523666382
13743,0.2268182635307312
13745,0.19980186223983765
13440,0.6527004241943359
13455,0.18775951862335205
13461,0.4727071523666382
13469,0.7060852646827698
13780,0.2491188645362854
13483,0.18208768963813782
13486,0.1882680058479309
13805,0.6783032417297363
13503,0.17757704854011536
13821,0.1662367284297943
14154,0.34704914689064026
14463,0.6187267899513245
14464,0.11569240689277649
14467,0.1708591878414154
14484,0.1750117540359497
14494,0.4568876624107361
14182,0.7026638984680176
14513,0.22361961007118225
14517,0.4727071523666382
14200,0.24140524864196777
14230,0.4727071523666382
14533,0.30716967582702637
14536,0.6535555124282837
14245,0.6141796708106995
14246,0.26938024163246155
14260,0.1959635317325592
14263,0.7483848929405212
14571,0.4727071523666382
14574,0.34260591864585876
14278,0.2394988238811493
14279,0.23342576622962952
14585,0.6810386776924133
14589,0.7108154892921448
14590,0.13582941889762878
3494,0.4568876624107361
3497,0.16141903400421143
3824,0.32252582907676697
3839,0.4727071523666382
3513,0.7107579708099365
3937,0.20975279808044434
3532,0.27965956926345825
3533,0.2580476999282837
3537,0.5914803743362427
3848,0.4727071523666382
3543,0.7226924300193787
3549,0.6516827940940857
3553,0.285409152507782
3871,0.16163593530654907
3880,0.22886475920677185
3568,0.7199274897575378
3573,0.1831330955028534
3898,0.6615643501281738
3585,0.14255386590957642
3591,0.4727071523666382
3313,0.6791213154792786
3628,0.4888249337673187
3356,0.25015783309936523
3666,0.23284068703651428
3390,0.14530408382415771
3704,0.17439070343971252
3719,0.2520987391471863
3406,0.4727071523666382
3722,0.6860501766204834
3438,0.6978261470794678
3743,0.334447979927063
3751,0.23674219846725464
4386,0.21520701050758362
4081,0.483968585729599
4084,0.36922264099121094
4086,0.6611581444740295
4407,0.4727071523666382
4420,0.4727071523666382
4106,0.22812724113464355
4108,0.1549963355064392
4113,0.737725555896759
4114,0.2503216564655304
4429,0.32514476776123047
4433,0.7078427076339722
4124,0.17143991589546204
4145,0.7186024785041809
4465,0.4727071523666382
4218,0.12941786646842957
4504,0.19721853733062744
4520,0.4727071523666382
4523,0.1946648359298706
4249,0.2284889817237854
3946,0.15146517753601074
3950,0.22516703605651855
4293,0.3362894356250763
5752,0.4727071523666382
5470,0.22325527667999268
5775,0.12507623434066772
5777,0.18474647402763367
5492,0.33613550662994385
5494,0.6776806116104126
5495,0.3187393546104431
5788,0.7076630592346191
5793,0.4727071523666382
14054,0.616142749786377
14057,0.4430408477783203
14398,0.21326878666877747
14416,0.09807157516479492
14098,0.25733625888824463
14100,0.4727071523666382
14103,0.34382373094558716
14106,0.2182537317276001
14421,0.4727071523666382
14426,0.6591559052467346
14430,0.4888249337673187
14128,0.17868807911872864
14130,0.6961618661880493
15110,0.13531973958015442
14789,0.4777527451515198
14793,0.30280596017837524
15120,0.17217108607292175
15128,0.26026156544685364
15138,0.25048917531967163
14849,0.05769580602645874
14853,0.14039373397827148
14859,0.22979968786239624
15199,0.3290989398956299
14903,0.17498287558555603
14929,0.2434387505054474
14935,0.7247757911682129
15253,0.17671075463294983
14937,0.17189094424247742
14949,0.3178264796733856
14951,0.12319004535675049
14676,0.4727071523666382
15000,0.22972482442855835
15014,0.2729780077934265
14712,0.16807913780212402
15022,0.21351772546768188
15037,0.45915865898132324
15041,0.24752551317214966
14753,0.05348464846611023
15062,0.2500830292701721
15072,0.20796805620193481
14772,0.7119746804237366
14775,0.09170708060264587
15736,0.18588334321975708
15421,0.1913803517818451
15424,0.7066614627838135
15437,0.44531184434890747
15752,0.619147777557373
15755,0.4727071523666382
2158,0.3148009777069092
2160,0.28333207964897156
2161,0.2948496341705322
2490,0.4727071523666382
2493,0.5051783323287964
2497,0.7138820886611938
3120,0.2617828845977783
3123,0.3829747140407562
2830,0.4727071523666382
3145,0.14432179927825928
2871,0.1663629710674286
3282,0.26034554839134216
3288,0.18847179412841797
2883,0.2592202126979828
3187,0.4480864405632019
2904,0.7124372124671936
2909,0.19274598360061646
3205,0.4727071523666382
3234,0.2761021852493286
3244,0.18983793258666992
3245,0.22518038749694824
3248,0.6931743621826172
2960,0.4727071523666382
2964,0.5531197190284729
3260,0.23228037357330322
3275,0.10006165504455566
3279,0.6930527091026306
2984,0.30413421988487244
2987,0.19943678379058838
2992,0.2453613579273224
2708,0.2510184049606323
2718,0.30277153849601746
3022,0.34881868958473206
3036,0.307231605052948
2720,0.19166046380996704
2735,0.23421475291252136
3053,0.16924095153808594
3060,0.4727071523666382
3071,0.6370696425437927
3760,0.19917193055152893
12309,0.17956951260566711
12322,0.7079563140869141
12352,0.1413649618625641
12692,0.2537953555583954
12382,0.4727071523666382
12703,0.20415830612182617
12710,0.29542410373687744
12727,0.20172041654586792
12428,0.30243778228759766
12444,0.23185911774635315
12447,0.720019519329071
12451,0.7328890562057495
77557,0.23714253306388855
78505,0.4727071523666382
78821,0.09700044989585876
79784,0.14865869283676147
80100,0.2999086380004883
80423,0.23348119854927063
80437,0.7155782580375671
80750,0.716646671295166
81060,0.27792584896087646
81068,0.3211870789527893
81075,0.15715107321739197
81381,0.4727071523666382
76604,0.20002481341362
77252,0.22822731733322144
77562,0.23318234086036682
78212,0.20144155621528625
78214,0.7571502923965454
78518,0.437497079372406
78520,0.23135524988174438
78521,0.698064923286438
78857,0.2156204879283905
79163,0.26497453451156616
79803,0.12593355774879456
80123,0.25194060802459717
80136,0.7371171712875366
80138,0.19738367199897766
80450,0.1573934257030487
80454,0.22098210453987122
80455,0.6660451889038086
80457,0.6492342948913574
81401,0.37900006771087646
2266,0.3106384873390198
2595,0.4674876630306244
2289,0.23956701159477234
2609,0.33580154180526733
2611,0.4727071523666382
2613,0.15375542640686035
2616,0.023180365562438965
2628,0.2702041268348694
2654,0.28742116689682007
2346,0.12966522574424744
2356,0.20679476857185364
2057,0.4727071523666382
2364,0.6927335262298584
2372,0.2754652798175812
2083,0.4727071523666382
2115,0.1951276957988739
2116,0.3314548432826996
2117,0.3034360408782959
2442,0.6398297548294067
2454,0.17465677857398987
2147,0.223725825548172
71153,0.34090739488601685
66365,0.24309909343719482
66998,0.313308447599411
67003,0.23794808983802795
67007,0.7278916835784912
67012,0.141192227602005
67317,0.6966941356658936
57463,0.16785964369773865
58098,0.17551076412200928
58105,0.25953996181488037
58414,0.16590836644172668
58420,0.73896324634552
58746,0.4727071523666382
59061,0.4727071523666382
59068,0.7617533206939697
59375,0.4727071523666382
59376,0.27822571992874146
59387,0.2810545265674591
59700,0.4727071523666382
60026,0.2947741448879242
60028,0.2263719141483307
60348,0.4561959505081177
60655,0.2328713834285736
60657,0.4727071523666382
60973,0.7128738164901733
56201,0.6873102188110352
56525,0.2925446629524231
56837,0.26548051834106445
56843,0.19550403952598572
56845,0.16827741265296936
57164,0.4727071523666382
57805,0.11827066540718079
57806,0.2534624934196472
57808,0.236113041639328
58111,0.17939412593841553
58436,0.6891631484031677
58447,0.19961360096931458
58751,0.5734767913818359
59073,0.24867695569992065
59396,0.3612384498119354
59405,0.4727071523666382
59716,0.4777527451515198
60037,0.2123522162437439
60045,0.4727071523666382
60357,0.2617107927799225
60363,0.12997126579284668
60672,0.7340619564056396
60684,0.4727071523666382
60687,0.32451489567756653
61006,0.23502019047737122
56220,0.22083675861358643
56222,0.23892611265182495
56539,0.19598621129989624
56540,0.234421044588089
56548,0.22025081515312195
57497,0.13344645500183105
57509,0.4727071523666382
57821,0.2055722177028656
58135,0.27711209654808044
58458,0.4727071523666382
58790,0.6764723062515259
59424,0.42146092653274536
59425,0.32514554262161255
65474,0.30698513984680176
65484,0.12167927622795105
65797,0.2293320894241333
65810,0.20095834136009216
65812,0.21339675784111023
70503,0.4727071523666382
70505,0.21198385953903198
70825,0.16384130716323853
70831,0.19312065839767456
70832,0.22348162531852722
32454,0.2299214005470276
32781,0.7013594508171082
32789,0.3529813885688782
32812,0.284928560256958
32506,0.3081386387348175
32512,0.20745187997817993
32844,0.35259681940078735
32845,0.6726723909378052
32852,0.6410753130912781
32875,0.17620855569839478
32897,0.4727071523666382
32585,0.21289977431297302
32279,0.05033281445503235
32600,0.5385643243789673
32610,0.29188427329063416
32615,0.4727071523666382
32635,0.2119562327861786
32638,0.7342092990875244
32340,0.6492227911949158
32345,0.2731843888759613
32664,0.11475896835327148
32674,0.2419966757297516
32393,0.21625009179115295
